,Datum,time,measurement,commentary,pressure_sample[bar],current[mA],voltage[mV],voltage_needle[mV],voltage_th[mV],voltage_needle_th[mV],R_ges / mOhm*cm²,R_bulk / mOhm*cm²,contact_area[cm2],pressure[bar],p_Kraftsensor / ?,Weg Bürster,Kraftsensor Poly,Probendicke Poly,Kraftsensor,Probendicke,U_ges 1,U_Nadel 1,U_ges 2,U_Nadel 2,Diff_U_ges/2,Diff_U_Nadel/2,Relais,pressure_rounded[bar],contact_resistance[mOhm*cm2],contact_resistance_error[mOhm*cm2],contact_resistance_mean[mOhm*cm2],resistance[mOhm*cm2],resistance_mean[mOhm*cm2],resistance_error[mOhm*cm2],bulk_resistance[mOhm*cm2],bulk_resistance_mean[mOhm*cm2],bulk_resistance_error[mOhm*cm2],bulk_resistance_sub[mOhm*cm2],volume_resistance[mOhm*cm2],volume_resistance_mean[mOhm*cm2],volume_resistance_error[mOhm*cm2],degradation_corr[mOhm*cm2],cycle
22,24.06.2020,15:20:04,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),9.02,1498.0,3.89,3.9,3.85,3.85,10.78,10.79,4.15,1.91,-3759.12,2690.35,0.0,0.0,-39.84,12042.87,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,9.0,5.33,0.01,5.34,10.65,10.67,0.01,0.0,0.0,0.0,0.0,10.65,10.67,0.01,0.0,1.0
23,24.06.2020,15:20:07,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),9.01,1998.0,5.17,5.17,5.13,5.12,10.74,10.74,4.15,1.91,-3762.18,2690.31,0.0,0.0,-39.87,12043.64,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,9.0,5.32,0.01,5.34,10.65,10.67,0.01,0.0,0.0,0.0,0.0,10.65,10.67,0.01,0.0,1.0
24,24.06.2020,15:20:11,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.03,499.6,1.26,1.27,1.22,1.22,10.48,10.52,4.15,2.12,-3549.88,2712.68,0.0,0.0,-37.47,11565.19,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.06,0.01,5.06,10.11,10.12,0.01,0.0,0.0,0.0,0.0,10.11,10.12,0.01,0.0,1.0
25,24.06.2020,15:20:15,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.01,998.0,2.49,2.49,2.44,2.44,10.34,10.34,4.15,2.12,-3551.13,2721.78,0.0,0.0,-37.48,11370.58,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.08,0.01,5.06,10.16,10.12,0.01,0.0,0.0,0.0,0.0,10.16,10.12,0.01,0.0,1.0
26,24.06.2020,15:20:18,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.02,1498.0,3.7,3.7,3.65,3.66,10.24,10.26,4.15,2.12,-3547.81,2721.75,0.0,0.0,-37.45,11371.14,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.06,0.01,5.06,10.12,10.12,0.01,0.0,0.0,0.0,0.0,10.12,10.12,0.01,0.0,1.0
27,24.06.2020,15:20:22,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.02,1998.0,4.91,4.91,4.86,4.87,10.19,10.2,4.15,2.12,-3545.87,2721.77,0.0,0.0,-37.42,11370.79,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.05,0.01,5.06,10.1,10.12,0.01,0.0,0.0,0.0,0.0,10.1,10.12,0.01,0.0,1.0
28,24.06.2020,15:20:25,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.02,499.6,1.16,1.16,1.12,1.12,9.66,9.66,4.15,2.54,-3133.47,2764.02,0.0,0.0,-32.82,10467.03,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.65,0.01,4.64,9.29,9.28,0.01,0.0,0.0,0.0,0.0,9.29,9.28,0.01,0.0,1.0
29,24.06.2020,15:20:29,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.01,998.0,2.28,2.28,2.24,2.23,9.49,9.46,4.15,2.54,-3134.29,2773.31,0.0,0.0,-32.83,10268.51,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.65,0.01,4.64,9.31,9.28,0.01,0.0,0.0,0.0,0.0,9.31,9.28,0.01,0.0,1.0
30,24.06.2020,15:20:33,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.02,1498.0,3.38,3.41,3.34,3.36,9.38,9.44,4.15,2.54,-3132.1,2773.34,0.0,0.0,-32.8,10267.87,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.63,0.01,4.64,9.25,9.28,0.01,0.0,0.0,0.0,0.0,9.25,9.28,0.01,0.0,1.0
31,24.06.2020,15:20:36,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.01,1997.0,4.51,4.49,4.46,4.45,9.37,9.34,4.15,2.54,-3132.6,2773.18,0.0,0.0,-32.81,10271.15,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.64,0.01,4.64,9.28,9.28,0.01,0.0,0.0,0.0,0.0,9.28,9.28,0.01,0.0,1.0
32,24.06.2020,15:20:39,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.02,499.6,1.05,1.05,1.0,1.0,8.69,8.7,4.15,3.17,-2510.84,2844.18,0.0,0.0,-26.01,8752.67,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.16,0.01,4.16,8.33,8.32,0.01,0.0,0.0,0.0,0.0,8.33,8.32,0.01,0.0,1.0
33,24.06.2020,15:20:44,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.01,998.0,2.05,2.05,2.01,2.0,8.53,8.52,4.15,3.17,-2505.02,2853.67,0.0,0.0,-25.95,8549.57,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.17,0.01,4.16,8.34,8.32,0.01,0.0,0.0,0.0,0.0,8.34,8.32,0.01,0.0,1.0
34,24.06.2020,15:20:47,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.01,1498.0,3.04,3.04,3.0,2.99,8.42,8.42,4.15,3.17,-2509.27,2853.63,0.0,0.0,-25.99,8550.56,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.15,0.01,4.16,8.3,8.32,0.01,0.0,0.0,0.0,0.0,8.3,8.32,0.01,0.0,1.0
35,24.06.2020,15:20:50,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.01,1998.0,4.04,4.04,4.0,4.0,8.39,8.4,4.15,3.17,-2508.96,2853.65,0.0,0.0,-25.99,8550.07,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.15,0.01,4.16,8.3,8.32,0.01,0.0,0.0,0.0,0.0,8.3,8.32,0.01,0.0,1.0
36,24.06.2020,15:20:53,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),18.0,499.6,0.96,0.97,0.92,0.92,7.99,8.03,4.15,3.81,-1886.95,2923.92,0.0,0.0,-19.35,7047.18,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.81,0.0,3.8,7.62,7.6,0.01,0.0,0.0,0.0,0.0,7.62,7.6,0.01,0.0,1.0
37,24.06.2020,15:20:58,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),18.01,998.0,1.87,1.88,1.82,1.83,7.77,7.81,4.15,3.81,-1874.43,2933.72,0.0,0.0,-19.22,6837.43,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.79,0.0,3.8,7.59,7.6,0.01,0.0,0.0,0.0,0.0,7.59,7.6,0.01,0.0,1.0
38,24.06.2020,15:21:01,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),17.99,1498.0,2.79,2.79,2.75,2.75,7.74,7.74,4.15,3.8,-1881.82,2933.61,0.0,0.0,-19.29,6839.86,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.81,0.0,3.8,7.61,7.6,0.01,0.0,0.0,0.0,0.0,7.61,7.6,0.01,0.0,1.0
39,24.06.2020,15:21:04,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),17.99,1997.0,3.7,3.7,3.65,3.65,7.68,7.69,4.15,3.8,-1886.76,2933.62,0.0,0.0,-19.35,6839.68,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.8,0.0,3.8,7.59,7.6,0.01,0.0,0.0,0.0,0.0,7.59,7.6,0.01,0.0,1.0
40,24.06.2020,15:21:08,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.0,499.6,0.92,0.92,0.87,0.87,7.63,7.6,4.15,4.23,-1468.73,2973.67,0.0,0.0,-14.97,5983.04,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.63,0.01,3.61,7.27,7.22,0.02,0.0,0.0,0.0,0.0,7.27,7.22,0.02,0.0,1.0
41,24.06.2020,15:21:12,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.0,998.0,1.78,1.78,1.73,1.73,7.4,7.4,4.15,4.23,-1459.71,2983.65,0.0,0.0,-14.88,5769.52,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.61,0.01,3.61,7.21,7.22,0.02,0.0,0.0,0.0,0.0,7.21,7.22,0.02,0.0,1.0
42,24.06.2020,15:21:15,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),19.99,1498.0,2.64,2.64,2.6,2.6,7.33,7.32,4.15,4.23,-1467.16,2983.66,0.0,0.0,-14.95,5769.31,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.6,0.01,3.61,7.2,7.22,0.02,0.0,0.0,0.0,0.0,7.2,7.22,0.02,0.0,1.0
43,24.06.2020,15:21:19,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),19.99,1997.0,3.51,3.51,3.46,3.46,7.29,7.28,4.15,4.23,-1467.85,2983.57,0.0,0.0,-14.96,5771.21,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.6,0.01,3.61,7.2,7.22,0.02,0.0,0.0,0.0,0.0,7.2,7.22,0.02,0.0,1.0
44,24.06.2020,15:21:22,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.98,499.6,0.89,0.9,0.85,0.85,7.42,7.46,4.15,4.44,-1270.57,3004.89,0.0,0.0,-12.92,5315.32,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.53,0.0,3.52,7.05,7.04,0.01,0.0,0.0,0.0,0.0,7.05,7.04,0.01,0.0,1.0
45,24.06.2020,15:21:26,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.98,998.0,1.74,1.73,1.7,1.69,7.24,7.21,4.15,4.44,-1257.61,3014.99,0.0,0.0,-12.78,5099.23,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.53,0.0,3.52,7.05,7.04,0.01,0.0,0.0,0.0,0.0,7.05,7.04,0.01,0.0,1.0
46,24.06.2020,15:21:30,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.98,1498.0,2.58,2.59,2.54,2.54,7.15,7.17,4.15,4.43,-1261.81,3015.01,0.0,0.0,-12.83,5098.92,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.51,0.0,3.52,7.03,7.04,0.01,0.0,0.0,0.0,0.0,7.03,7.04,0.01,0.0,1.0
47,24.06.2020,15:21:33,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.97,1997.0,3.42,3.43,3.38,3.38,7.12,7.13,4.15,4.43,-1260.49,3014.9,0.0,0.0,-12.81,5101.13,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.51,0.0,3.52,7.02,7.04,0.01,0.0,0.0,0.0,0.0,7.02,7.04,0.01,0.0,1.0
48,24.06.2020,15:21:36,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),24.0,499.6,0.84,0.84,0.79,0.79,6.95,6.98,4.15,5.07,-635.6,3081.51,0.0,0.0,-6.44,3676.4,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.29,0.0,3.29,6.58,6.58,0.0,0.0,0.0,0.0,0.0,6.58,6.58,0.0,0.0,1.0
49,24.06.2020,15:21:41,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),24.0,998.0,1.63,1.63,1.58,1.58,6.76,6.77,4.15,5.07,-627.03,3091.78,0.0,0.0,-6.35,3456.9,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.29,0.0,3.29,6.58,6.58,0.0,0.0,0.0,0.0,0.0,6.58,6.58,0.0,0.0,1.0
50,24.06.2020,15:21:44,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),23.98,1498.0,2.42,2.42,2.37,2.37,6.7,6.69,4.15,5.07,-628.78,3091.71,0.0,0.0,-6.37,3458.31,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.29,0.0,3.29,6.58,6.58,0.0,0.0,0.0,0.0,0.0,6.58,6.58,0.0,0.0,1.0
51,24.06.2020,15:21:47,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),23.97,1998.0,3.21,3.21,3.16,3.16,6.66,6.67,4.15,5.07,-636.23,3091.66,0.0,0.0,-6.44,3459.4,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.29,0.0,3.29,6.57,6.58,0.0,0.0,0.0,0.0,0.0,6.57,6.58,0.0,0.0,1.0
52,24.06.2020,15:21:50,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),26.95,499.6,0.8,0.78,0.76,0.73,6.65,6.47,4.15,5.7,-21.29,3158.1,0.0,0.0,-0.3,2038.22,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.14,0.01,3.11,6.28,6.23,0.02,0.0,0.0,0.0,0.0,6.28,6.23,0.02,0.0,1.0
53,24.06.2020,15:21:55,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),26.99,998.0,1.54,1.54,1.5,1.5,6.41,6.41,4.15,5.71,-1.26,3168.67,0.0,0.0,-0.1,1812.25,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.11,0.01,3.11,6.22,6.23,0.02,0.0,0.0,0.0,0.0,6.22,6.23,0.02,0.0,1.0
54,24.06.2020,15:21:58,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),26.99,1498.0,2.28,2.28,2.24,2.23,6.32,6.31,4.15,5.71,-1.89,3168.59,0.0,0.0,-0.11,1814.01,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.1,0.01,3.11,6.2,6.23,0.02,0.0,0.0,0.0,0.0,6.2,6.23,0.02,0.0,1.0
55,24.06.2020,15:22:01,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),26.97,1998.0,3.03,3.03,2.99,2.98,6.3,6.28,4.15,5.7,-7.64,3168.55,0.0,0.0,-0.16,1814.92,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.11,0.01,3.11,6.21,6.23,0.02,0.0,0.0,0.0,0.0,6.21,6.23,0.02,0.0,1.0
56,24.06.2020,15:22:05,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.95,499.6,0.75,0.76,0.71,0.71,6.26,6.32,4.15,6.33,607.23,3233.83,0.0,0.0,5.86,418.55,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.95,0.0,2.94,5.89,5.89,0.01,0.0,0.0,0.0,0.0,5.89,5.89,0.01,0.0,1.0
57,24.06.2020,15:22:09,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.96,998.0,1.46,1.47,1.42,1.42,6.08,6.09,4.15,6.33,625.57,3244.54,0.0,0.0,6.04,189.44,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.95,0.0,2.94,5.9,5.89,0.01,0.0,0.0,0.0,0.0,5.9,5.89,0.01,0.0,1.0
58,24.06.2020,15:22:12,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.95,1498.0,2.17,2.18,2.12,2.13,6.01,6.03,4.15,6.33,620.69,3244.51,0.0,0.0,5.99,190.11,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.94,0.0,2.94,5.88,5.89,0.01,0.0,0.0,0.0,0.0,5.88,5.89,0.01,0.0,1.0
59,24.06.2020,15:22:16,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.95,1997.0,2.87,2.87,2.83,2.83,5.96,5.97,4.15,6.33,616.68,3244.58,0.0,0.0,5.95,188.74,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.94,0.0,2.94,5.87,5.89,0.01,0.0,0.0,0.0,0.0,5.87,5.89,0.01,0.0,1.0
